--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:52.206  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.208 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.208 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.208 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.217  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.218   861 15045 W [CT]    : TIMESTAMPCHECKER: Nominal rate wrong. Estimated data rate: 25, Nominal is 30.000300003000028
03-09 18:59:52.220  2057  2820 I [OAO] PanelRenderLayer: ResetSurface #main 0 x 0 - shape:0 stereo:0
03-09 18:59:52.228  1052  1076 W InputReader: Device has associated, but no associated display id.
03-09 18:59:52.228  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.230 14799 15328 V UE4     : [NetworkChangedManager] Connectivity hasn't changed. Current state: CONNECTION_AVAILABLE
03-09 18:59:52.230 14799 15328 V UE4     : [NetworkChangedManager] Full network check complete. State: CONNECTION_AVAILABLE
03-09 18:59:52.239  1052  2266 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:52.239  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.240  1052  1078 I DisplayManagerService: Display device changed state: "com.oculus.android_panel_app.AndroidPanelLayer-#main", ON
03-09 18:59:52.243 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.248  1052  1078 W InputReader: Device has associated, but no associated display id.
03-09 18:59:52.248  1052  1078 I ActivityTaskManager: Override config changes=20005df8 {0.0 ?mcc?mnc ?localeList ?layoutDir sw88dp w672dp h88dp 200dpi nrml long land ?uimode ?night -touch qwerty/v/v -nav/h winConfig={ mBounds=Rect(0, 0 - 840, 110) mAppBounds=Rect(0, 0 - 840, 110) mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0}} for displayId=66
03-09 18:59:52.250  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.253  3371  3552 I [SEO] PanelAppAnalytics: First frame latency: 1.022 for id 17 com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService
03-09 18:59:52.253  3371  3552 I [SEO] LayerSwapChainResource: LayerSwapChainResource 840,110 : 3
03-09 18:59:52.253  1260  3388 I VrRuntimeService: CreateSwapChain: 1142404152
03-09 18:59:52.253  1260  3388 I VrRuntimeService: CreateSwapChain: api:vk 0 0x2b 840 110 10 3 1 4 3
03-09 18:59:52.254 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.254  1260  3388 W SwapChain_Vulkan_Foveated: CreateTextureSwapChainFoveationVulkan: ShouldCreateFragmentDensityMap: false
03-09 18:59:52.254  1260  3388 W SwapChain_Vulkan_Foveated: ExportTextureResourcesFoveationVulkan: chain->VkInteropFoveation.Device == nullptr
03-09 18:59:52.254  1260  3388 W SwapChain: CreateTextureSwapChainFoveation: export failed
03-09 18:59:52.254 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.254 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.254  1260  3388 I VrRuntimeServer: CreateTextureSwapChain: result importswapchaingles 1
03-09 18:59:52.255  3275  3791 I SwapChain_Vulkan_Memory_Export: Imported texture has requirements 3, ends up index 0
03-09 18:59:52.255  3275  3791 I chatty  : uid=10014(com.oculus.shellenv) Thread-38 identical 1 line
03-09 18:59:52.256  3275  3791 I SwapChain_Vulkan_Memory_Export: Imported texture has requirements 3, ends up index 0
03-09 18:59:52.256  3275  3791 W VrRuntimeClient: CreateTextureSwapChain: Failed to import foveation swapchain
03-09 18:59:52.257  1260  3388 I VrRuntimeService: UpdateSwapChainSamplerState: 248
03-09 18:59:52.257  1260  3388 I VrRuntimeService: UpdateSwapChainSamplerState: minFilter=1 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000,0.000000,0.000000,0.000000} swizzle={0,1,2,3}
03-09 18:59:52.260 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.260 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:52.260 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:52.262  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.270  5987 15333 I chatty  : uid=10026(com.oculus.systemux) pool-24-thread- expire 1 line
03-09 18:59:52.273  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.284  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.290 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.295  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.306 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.306 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.306 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.306  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.317 13337 13425 D xrstreaming: receive ping: org 0 recv 0 xmt 7943824924600 (received at 5138023583193), offset divergence 151628
03-09 18:59:52.317  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.328  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.335 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.340  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.346 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.346 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.346 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.351  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.362  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.373  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.373  3275 15337 D CCodec  : allocate(c2.android.vorbis.decoder)
03-09 18:59:52.374   834   834 V C2Store : in init
03-09 18:59:52.374   834   834 V C2Store : loading dll
03-09 18:59:52.376  3275 15337 I CCodec  : Created component [c2.android.vorbis.decoder]
03-09 18:59:52.377  3275 15337 D CCodecConfig: read media type: audio/vorbis
03-09 18:59:52.380 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.384  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
03-09 18:59:52.386  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
03-09 18:59:52.387   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 26 lines
03-09 18:59:52.387 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.387 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.387 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.394  3275 15337 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
03-09 18:59:52.395  3275 15337 I CCodecConfig: query failed after returning 7 values (BAD_INDEX)
03-09 18:59:52.395  3275 15337 D CCodecConfig: c2 config diff is Dict {
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 input.delay.value = 0
03-09 18:59:52.395  3275 15337 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
03-09 18:59:52.395  3275 15337 D CCodecConfig:   string output.media-type.value = "audio/raw"
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
03-09 18:59:52.395  3275 15337 D CCodecConfig: }
03-09 18:59:52.395  3275 15337 D CCodecConfig: no c2 equivalents for durationUs
03-09 18:59:52.395  3275 15337 D CCodecConfig: no c2 equivalents for csd-1
03-09 18:59:52.395  3275 15337 D CCodecConfig: no c2 equivalents for track-id
03-09 18:59:52.395  3275 15337 D CCodecConfig: no c2 equivalents for channel-mask
03-09 18:59:52.395  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.395  3275 15337 D CCodecConfig: c2 config diff is   c2::u32 raw.channel-count.value = 2
03-09 18:59:52.395  3275 15337 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
03-09 18:59:52.396  3275 15337 W Codec2Client: query -- param skipped: index = 1107298332.
03-09 18:59:52.396  3275 15337 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t channel-count = 2
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t max-input-size = 32768
03-09 18:59:52.396  3275 15337 D CCodec  :   string mime = "audio/vorbis"
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t sample-rate = 44100
03-09 18:59:52.396  3275 15337 D CCodec  : } and output: AMessage(what = 0x00000000) = {
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t channel-count = 2
03-09 18:59:52.396  3275 15337 D CCodec  :   string mime = "audio/raw"
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t sample-rate = 44100
03-09 18:59:52.396  3275 15337 D CCodec  :   int32_t channel-mask = 3
03-09 18:59:52.396  3275 15337 D CCodec  : }
03-09 18:59:52.403  2303  2343 I com.oculus.ocm: Background young concurrent copying GC freed 16468(2153KB) AllocSpace objects, 17(340KB) LOS objects, 29% free, 3806KB/5430KB, paused 62us total 145.013ms
03-09 18:59:52.404  3275 15337 W Codec2Client: query -- param skipped: index = 1342179345.
03-09 18:59:52.404  3275 15337 W Codec2Client: query -- param skipped: index = 2415921170.
03-09 18:59:52.405  3275 15337 D CCodecBufferChannel: [c2.android.vorbis.decoder#5] Created input block pool with allocatorID 16 => poolID 30 - OK (0)
03-09 18:59:52.406  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.406  3275 15337 I CCodecBufferChannel: [c2.android.vorbis.decoder#5] Created output block pool with allocatorID 16 => poolID 70 - OK
03-09 18:59:52.407  3275 15337 D CCodecBufferChannel: [c2.android.vorbis.decoder#5] Configured output block pool ids 70 => OK
03-09 18:59:52.410   834 15338 D SimpleC2Component: Using output block pool with poolID 70 => got 70 - 0
03-09 18:59:52.417  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.424   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.425 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.425   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.429  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.430 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.432 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.432 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.432 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.440  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.440  5987  5987 I chatty  : uid=10026 com.oculus.systemux:SystemUX expire 39 lines
03-09 18:59:52.441  5987  6088 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_4 expire 4 lines
03-09 18:59:52.446  3275 15337 D CCodecBufferChannel: [c2.android.vorbis.decoder#5] Discard frames from previous generation.
03-09 18:59:52.448   834  1443 V C2Store : in ~ComponentModule
03-09 18:59:52.448   834  1443 V C2Store : unloading dll
03-09 18:59:52.449  2057  2820 I [OAO] PanelAppHost: Setting panel layer visibility of layer "#main" to invisible, panel 13 (com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService)
03-09 18:59:52.449  2057  2820 I [OAO] PanelAppHost: Resize layer #main to size 840 x 110 shape: 1 stereo: 0, panel 13 (com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService)
03-09 18:59:52.449  2057  2820 I [OAO] PanelRenderLayer: ResetSurface #main 840 x 110 - shape:1 stereo:0
03-09 18:59:52.451  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.459  1052  1078 I DisplayManagerService: Display device changed state: "com.oculus.android_panel_app.AndroidPanelLayer-#main", ON
03-09 18:59:52.462  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.473  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.474 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.475 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.475 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.476  1052  2266 E WindowManager: App trying to use insecure INPUT_FEATURE_NO_INPUT_CHANNEL flag. Ignoring
03-09 18:59:52.484  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.485  5987  6004 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_1 expire 4 lines
03-09 18:59:52.488  5987 15317 I chatty  : uid=10026(com.oculus.systemux) pool-23-thread- expire 1 line
03-09 18:59:52.488   540   540 I hwservicemanager: getTransport: Cannot find entry vendor.oculus.hardware.backlight@1.0::IBacklight/default in either framework or device manifest.
03-09 18:59:52.490   540   540 I hwservicemanager: getTransport: Cannot find entry vendor.oculus.hardware.backlight@1.0::IBacklight/default in either framework or device manifest.
03-09 18:59:52.495  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.496  2057  2820 I [OAO] PanelAppAnalytics: First frame latency: 1.191 for id 13 com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService
03-09 18:59:52.496  2057  2820 I [OAO] LayerSwapChainResource: LayerSwapChainResource 840,110 : 2
03-09 18:59:52.496  2057  2820 I [OAO] SwapChainApiOpenXr: CreateTextureSwapChain 840,110 - 2
03-09 18:59:52.497 13337 13450 I xrstreaming: AudioPlayer: NetworkMetrics: [0.308,24.327]9.887
03-09 18:59:52.498  1260  2750 I VrRuntimeService: CreateSwapChain: 1526707151
03-09 18:59:52.498  1260  2750 I VrRuntimeService: CreateSwapChain: api:gles 0 0x8c43 840 110 10 2 1 0 3
03-09 18:59:52.499  1260  2750 I VrRuntimeServer: CreateTextureSwapChain: result importswapchaingles 1
03-09 18:59:52.507  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.518  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.518   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 3 lines
03-09 18:59:52.519 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.519 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.519 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.519   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.519 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.519 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:52.520 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:52.520   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.520 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.529  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.540  2057  2820 I [OAO] SwapChainApiOpenXr: Swapchain created: 840,110 - 2
03-09 18:59:52.540  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.540  1260  2750 I VrRuntimeService: UpdateSwapChainSamplerState: 249
03-09 18:59:52.540  1260  2750 I VrRuntimeService: UpdateSwapChainSamplerState: minFilter=1 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000,0.000000,0.000000,0.000000} swizzle={0,1,2,3}
03-09 18:59:52.547  5987  6002 I chatty  : uid=10026(com.oculus.systemux) FinalizerDaemon expire 12 lines
03-09 18:59:52.548  5987 15333 I chatty  : uid=10026(com.oculus.systemux) pool-24-thread- expire 1 line
03-09 18:59:52.551  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.553  5987 15339 I chatty  : uid=10026(com.oculus.systemux) pool-23-thread- expire 1 line
03-09 18:59:52.562  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.564 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.564 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.564 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.573  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.579  2899  3049 I GuardianCollisionTracker: Guardian Controller Collision: Magnitude: 17.529, Duration: -1.000 sec, TimeStamp: 5138.259766 sec
03-09 18:59:52.585  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.591  5987  8714 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_5 expire 4 lines
03-09 18:59:52.596  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.601  2899  3049 I GuardianCollisionTracker: Guardian Controller Collision: Magnitude: 18.492, Duration: -1.000 sec, TimeStamp: 5138.282227 sec
03-09 18:59:52.607  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.607 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.607 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.608 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.618  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.629  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.640  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.651   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 3 lines
03-09 18:59:52.651  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.651 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.651 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.651 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.662  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.674  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.679  3275 15341 D CCodec  : allocate(c2.android.vorbis.decoder)
03-09 18:59:52.679   834  1443 V C2Store : in init
03-09 18:59:52.680   834  1443 V C2Store : loading dll
03-09 18:59:52.682  3275 15341 I CCodec  : Created component [c2.android.vorbis.decoder]
03-09 18:59:52.683  3275 15341 D CCodecConfig: read media type: audio/vorbis
03-09 18:59:52.685  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.685  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
03-09 18:59:52.685  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
03-09 18:59:52.686  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
03-09 18:59:52.686  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
03-09 18:59:52.686  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
03-09 18:59:52.686  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
03-09 18:59:52.686  3275 15341 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
03-09 18:59:52.687  3275 15341 I CCodecConfig: query failed after returning 7 values (BAD_INDEX)
03-09 18:59:52.687  3275 15341 D CCodecConfig: c2 config diff is Dict {
03-09 18:59:52.687  3275 15341 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
03-09 18:59:52.687  3275 15341 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
03-09 18:59:52.687  3275 15341 D CCodecConfig:   c2::u32 input.delay.value = 0
03-09 18:59:52.687  3275 15341 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
03-09 18:59:52.687  3275 15341 D CCodecConfig:   string output.media-type.value = "audio/raw"
03-09 18:59:52.687  3275 15341 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
03-09 18:59:52.687  3275 15341 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
03-09 18:59:52.687  3275 15341 D CCodecConfig: }
03-09 18:59:52.687  3275 15341 D CCodecConfig: no c2 equivalents for durationUs
03-09 18:59:52.687  3275 15341 D CCodecConfig: no c2 equivalents for csd-1
03-09 18:59:52.687  3275 15341 D CCodecConfig: no c2 equivalents for track-id
03-09 18:59:52.687  3275 15341 D CCodecConfig: no c2 equivalents for channel-mask
03-09 18:59:52.688  3275 15341 D CCodecConfig: c2 config diff is   c2::u32 raw.channel-count.value = 2
03-09 18:59:52.688  3275 15341 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
03-09 18:59:52.688  3275 15341 W Codec2Client: query -- param skipped: index = 1107298332.
03-09 18:59:52.688  3275 15341 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t channel-count = 2
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t max-input-size = 32768
03-09 18:59:52.688  3275 15341 D CCodec  :   string mime = "audio/vorbis"
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t sample-rate = 44100
03-09 18:59:52.688  3275 15341 D CCodec  : } and output: AMessage(what = 0x00000000) = {
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t channel-count = 2
03-09 18:59:52.688  3275 15341 D CCodec  :   string mime = "audio/raw"
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t sample-rate = 44100
03-09 18:59:52.688  3275 15341 D CCodec  :   int32_t channel-mask = 3
03-09 18:59:52.688  3275 15341 D CCodec  : }
03-09 18:59:52.694 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.694   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.694 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.695 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.695   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:52.696  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.696 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.707  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.715   834   834 V C2Store : in ~ComponentModule
03-09 18:59:52.715  5987  5987 I chatty  : uid=10026 com.oculus.systemux:SystemUX expire 17 lines
03-09 18:59:52.715   834   834 V C2Store : unloading dll
03-09 18:59:52.718  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.729  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
